id_record,News_Title,Link,Source,Country_ID,Keyword
268,Focus,https://www.france24.com/en/tv-shows/focus/20220418-india-s-gig-economy-workers-escape-unemployment-but-face-job-insecurity,India's gig economy: Workers escape unemployment but face job insecurity - FRANCE 24 English,MY,poor working conditions
269,"Despite Poor Wages & Exploitation, Women Continue To Roll Beedi To Sustain Their Families",https://feminisminindia.com/2022/04/20/despite-poor-wages-exploitation-women-continue-to-roll-beedi-to-sustain-their-families/,Feminism In India,MY,poor working conditions
270,Worker Institute study documents risks faced by NYS nail salon workers | Cornell Chronicle,https://news.cornell.edu/stories/2022/04/worker-institute-study-documents-risks-faced-nys-nail-salon-workers,Cornell Chronicle,MY,poor working conditions
271,How Shifts in Remote Behavior Affect Employee Well-Being,https://sloanreview.mit.edu/article/how-shifts-in-remote-behavior-affect-employee-well-being/,MIT Sloan,MY,poor working conditions
272,"Poor working condition responsible for extortion of masses by policemen – SPN tells Buhari, IGP",https://dailypost.ng/2022/03/27/poor-working-condition-responsible-for-extortion-of-masses-by-policemen-spn-tells-buhari-igp/,Daily Post Nigeria,MY,poor working conditions
273,Don't be a bad TikTok: How HR can manage social media,https://www.hrmorning.com/articles/social-media/,Hr Morning,MY,poor working conditions
274,Twitter employees worry Elon Musk will destroy the company’s culture and create a punishing work environment akin to Tesla,https://fortune.com/2022/04/16/twitter-employees-elon-musk-acquisition-destroy-company-culture/,Fortune,MY,poor working conditions
275,Labor Ministry responds to criticism in US human rights report,https://focustaiwan.tw/society/202204130026,Focus Taiwan News Channel,MY,poor working conditions
276,"‘If Starbucks can do it, why not us?’: Lynnwood, Everett Verizon workers join union push",https://mynorthwest.com/3440365/lynnwood-everett-verizon-join-union-push/,MyNorthwest,MY,poor working conditions
277,Opinion | Montgomery County's teachers need better working conditions,https://www.washingtonpost.com/opinions/2022/04/15/montgomery-countys-teachers-need-better-working-conditions/,The Washington Post,MY,poor working conditions
278,Influencing factors of burnout and its dimensions among mental health workers during the COVID‐19 pandemic,https://onlinelibrary.wiley.com/doi/full/10.1002/nop2.1211,John Wiley,MY,poor working conditions
279,FromSoftware employees report poor working conditions and low wages,https://www.nme.com/news/gaming-news/fromsoftware-employees-report-poor-working-conditions-and-low-wages-3181971,NME,MY,poor working conditions
280,Nurses at top California hospitals prepare to strike,https://www.politico.com/newsletters/weekly-shift/2022/04/18/nurses-at-top-california-hospitals-prepare-to-strike-00025754,POLITICO,MY,poor working conditions
281,"More workers are leaving poor working conditions for better jobs, remote work",https://www.wral.com/coronavirus/more-workers-are-leaving-poor-working-conditions-for-better-jobs-remote-work/19924431/,WRAL News,MY,poor working conditions
282,Workers Struggles: The Americas,https://www.wsws.org/en/articles/2022/04/18/enfr-a18.html,World Socialist Web Site - WSWS,MY,poor working conditions
283,"High turnover, poor work environment spun 'revolving door' in Marketing and Communication, former employees say | Texas A&M University-San Antonio | TAMUSA",https://mesquite-news.com/high-turnover-poor-work-environment-spun-revolving-door-in-marketing-and-communication-former-employees-say/,The Mesquite,MY,poor working conditions
284,"Poor working conditions, lack of respect forcing nurses to migrate",https://www.searchlight.vc/news/2022/04/01/poor-working-conditions-lack-of-respect-forcing-nurses-to-migrate/,Searchlight Newspaper,MY,poor working conditions
285,"5 of Belgium's largest platform companies do not offer fair working conditions, study shows",https://www.brusselstimes.com/213879/5-of-belgiums-largest-platform-companies-do-not-offer-fair-working-conditions-study-shows,The Brussels Times,MY,poor working conditions
286,"Ethiopia: Cetu Asks Government to Ratify ILO Domestic Workers, Migration for Employment, Violence, Harassment Conventions",https://allafrica.com/stories/202204180136.html,AllAfrica - Top Africa News,MY,poor working conditions
287,Amplifying young voices within trade unions in the COVID-19 new normal,https://www.ei-ie.org/en/item/26400:amplifying-young-voices-within-trade-unions-in-the-covid-19-new-normal,Education International,MY,poor working conditions
288,ISSUE ADVISORY: Protect Your Right to Organize in the Workplace with the PRO Act,https://now.org/issue-advisory-protect-your-right-to-organize-in-the-workplace-with-the-pro-act/,National Organization for Women,MY,poor working conditions
289,How the African rainforest is helping fight climate change,https://www.bbc.com/future/article/20220414-how-africas-forest-elephants-help-fight-climate-change,BBC.com,MY,poor working conditions
290,Contracted service workers at SFU allege poor working conditions,https://burnabybeacon.com/article/contracted-workers-sfu-conditions/,Burnaby Beacon,MY,poor working conditions
291,"Ryanair eyes billions in profit, but 'cannot afford to improve working conditions'",https://www.brusselstimes.com/215230/ryanair-eyes-billions-in-profit-but-cannot-afford-to-improve-working-conditions,The Brussels Times,MY,poor working conditions
292,Amazon Is Playing Dirty to Stop a Second Warehouse From Unionizing,https://www.jacobinmag.com/2022/04/amazon-warehouse-staten-island-ldj5-union-drive,Jacobin magazine,MY,poor working conditions
293,Team17 employees report poor working conditions and low pay,https://www.mcvuk.com/business-news/team17-employees-report-mismanagement-and-low-pay/,Business News - MCV/Develop,MY,poor working conditions
294,"Berlin bus workers support the 70000 striking bus drivers in Maharashtra, India!",https://www.wsws.org/en/articles/2022/04/16/maha-a16.html,WSWS,MY,poor working conditions
295,Poor sleep increases risk of long COVID,https://www.news-medical.net/news/20220418/Poor-sleep-increases-risk-of-long-COVID.aspx,News-Medical.Net,MY,poor working conditions
296,Contract Worker Justice releases report on poor working conditions at SFU,https://the-peak.ca/2022/02/contract-worker-justice-releases-report-on-poor-working-conditions-at-sfu/,The Peak,MY,poor working conditions
297,Deadly violence against Mexican journalists must end,https://www.opendemocracy.net/en/democraciaabierta/mexico-journalists-murdered-violence/,Open Democracy,MY,poor working conditions
298,Health care unions launch TV ads aimed at the Ontario Hospital Association,https://cupe.ca/health-care-unions-launch-tv-ads-aimed-ontario-hospital-association,CUPE Alberta -,MY,poor working conditions
299,Poor People's Campaign marches on Wall Street,https://peoplesworld.org/article/poor-peoples-campaign-marches-on-wall-street/,People's World,MY,poor working conditions
300,"Warders threaten strike over poor salaries, working conditions",https://dailytrust.com/warders-threaten-strike-over-poor-salaries-working-conditions,Daily Trust,MY,poor working conditions
301,Prestigious British art school in Rome accused of being a ‘toxic’ place to work,https://www.theguardian.com/world/2022/apr/10/british-school-at-rome-art-school-accused-of-being-a-toxic-place-to-work,The Guardian,MY,poor working conditions
302,"No unfair conditions for EU Presidency trainees, Czech diplomats claim",https://www.euractiv.com/section/politics/short_news/no-unfair-conditions-for-eu-presidency-trainees-czech-diplomats-claim/,EURACTIV,MY,poor working conditions
303,Vaccine inequity makes poor countries vulnerable to health crises,https://qz.com/2153475/vaccine-inequity-makes-poor-countries-vulnerable-to-health-crises/,Quartz,MY,poor working conditions
304,Employees with multicultural backgrounds suffer from poor working conditions: survey,https://www.koreatimes.co.kr/www/nation/2021/12/113_320676.html,코리아타임스,MY,poor working conditions
305,Questions and Answers on EU Strategy for Sustainable and Circular Textiles,https://ec.europa.eu/commission/presscorner/detail/en/QANDA_22_2015,European Commission,MY,poor working conditions
306,Anthony Gyening-Yeboah: Researchers reveal worrying levels of depression amongst some health workers in Ghana,https://www.myjoyonline.com/anthony-gyening-yeboah-researchers-reveal-worrying-levels-of-depression-amongst-some-health-workers-in-ghana/,Myjoyonline,MY,poor working conditions
307,Activision Blizzard QA employees speak out about poor working condition,https://www.gamedeveloper.com/business/activision-blizzard-qa-employees-speak-out-about-poor-working-conditions,Game Developer,MY,poor working conditions
308,"'Our labor laws are designed to make joining a union as difficult as possible': Fewer workers are unionized, even as pandemic shines light on poor working conditions",https://www.marketwatch.com/story/fewer-u-s-workers-belong-to-labor-unions-even-as-pandemic-has-shined-a-light-on-poor-working-conditions-11642708340,MarketWatch,MY,poor working conditions
309,Women against the odds,https://www.bangkokpost.com/business/2282379/women-against-the-odds,ฺBangkok Post,MY,poor working conditions
310,"Unfixed bumpy road in North Columbia upsets, frustrates drivers",https://www.wltx.com/article/news/local/onyourside/north-columbia-residents-frustrated-over-poor-road-conditions-south-carolina/101-928758c5-3e3d-4fe9-a4ff-78b5d091b6eb,WLTX.com,MY,poor working conditions
311,Migration in SA: Scholars give facts,https://www.herald.co.zw/migration-in-sa-scholars-give-facts/,The Herald,MY,poor working conditions
312,"From Birth To End Of Life, The NSW Government Is Neglecting Public Health",https://junkee.com/the-nsw-government-is-neglecting-public-health/327339,Junkee,MY,poor working conditions
313,Bipartisan Experts: Trump H-1B Visa Policies Bad For U.S. And USCIS,https://www.forbes.com/sites/stuartanderson/2022/04/13/bipartisan-experts-trump-h-1b-visa-policies-bad-for-us-and-uscis/,Forbes,MY,poor working conditions
314,Hong Kong TV series sparks 'brownface' controversy after actor darkens skin,https://www.cnn.com/style/article/hong-kong-tv-series-brownface/index.html,CNN,MY,poor working conditions
315,Ricky Flores captured a charming archive of South Bronx street life,https://i-d.vice.com/en_uk/article/wxd9dx/ricky-flores-photography,i-D,MY,poor working conditions
316,UVM Medical Center to begin negotiating with newly formed medical residents union,https://vtdigger.org/2022/04/15/uvm-medical-center-to-begin-negotiating-with-newly-formed-medical-residents-union/,vtdigger.org,MY,poor working conditions
317,Why Do Americans Think Biden's Stunning Economic Record Is So Bad?,https://shepherdexpress.com/news/taking-liberties/why-do-americans-think-bidens-stunning-economic-record-is-s/,Shepherd Express,MY,poor working conditions
318,"After a major delay, Apple has confirmed that Production of the Phone 13 has begun in India",https://www.patentlyapple.com/2022/04/after-a-major-delay-apple-has-confirmed-that-production-of-the-phone-13-has-begun-in-india.html,Patently Apple,MY,poor working conditions
319,Letter to the editor: Residents not to blame for poor housing conditions,https://triblive.com/opinion/letter-to-the-editor-residents-not-to-blame-for-poor-housing-conditions/,TribLIVE,MY,poor working conditions
320,Four out of five junior doctors say they are at risk of burnout,https://www.irishtimes.com/news/health/four-out-of-five-junior-doctors-say-they-are-at-risk-of-burnout-1.4849389,The Irish Times,MY,poor working conditions
321,Opinion | Poor working conditions discourage aspiring video game developers,https://www.breezejmu.org/opinion/opinion-poor-working-conditions-discourage-aspiring-video-game-developers/article_ca4b17f2-9fd4-11ec-9e40-c3f78ee4c0d2.html,The Breeze,MY,poor working conditions
322,Worker at Amy’s Kitchen files official complaint over working conditions,https://www.nbcnews.com/news/us-news/worker-amys-kitchen-files-official-complaint-working-conditions-rcna12947,NBC News,MY,poor working conditions
323,“It's soul crushing:” Charlottesville educators petitioning for collective bargaining,https://www.nbc29.com/2022/04/13/its-soul-crushing-charlottesville-educators-petitioning-collective-bargaining/,NBC 29,MY,poor working conditions
324,Medicine student says new doctors have no option but to leave Dublin,https://www.dublinlive.ie/news/dublin-news/medicine-student-says-new-doctors-23679146,Dublin Live,MY,poor working conditions
325,"Restaurant workers protest poor working conditions and low wages at McDonald's, Chipotle, and more amid coronavirus pandemic",https://abcnews.go.com/US/restaurant-workers-protest-poor-working-conditions-low-wages/story?id=77599754,ABC News,MY,poor working conditions
326,Opinion | Americans' work conditions are terrible. No wonder many don't want to go back.,https://www.washingtonpost.com/opinions/2021/06/02/another-way-think-about-worker-crisis-americans-work-conditions-are-terrible/,The Washington Post,MY,poor working conditions
327,"University Students Decry Low Wages, Poor Working Conditions",https://www.usnews.com/news/best-states/minnesota/articles/2021-11-13/university-students-decry-low-wages-poor-working-conditions,U.S. News & World Report,MY,poor working conditions
328,Association between psychological capital and depression | PRBM,https://www.dovepress.com/the-mediating-role-of-social-support-in-the-relationship-between-psych-peer-reviewed-fulltext-article-PRBM,Dove Medical Press,MY,poor working conditions
329,"When is May Day 2022? Date of bank holiday, how is it celebrated, and when is the next bank holiday this year",https://www.nationalworld.com/culture/when-is-may-day-2022-date-of-bank-holiday-how-is-it-celebrated-and-when-is-the-next-bank-holiday-this-year-3654395,NationalWorld,MY,poor working conditions
330,From The Rice Paddy To The Industrial Park: Working Conditions and Forced Labour in Myanmar's Rapidly Shifting Labour Market,https://reliefweb.int/report/myanmar/rice-paddy-industrial-park-working-conditions-and-forced-labour-myanmar-s-rapidly,Myanmar - ReliefWeb,MY,poor working conditions
331,Late-season snowstorm brings poor road conditions,https://www.pahomepage.com/news/late-season-snowstorm-brings-poor-road-conditions/,PAHomePage.com,MY,poor working conditions
332,Apple investigates iPhone facility in India after workers protest against poor working conditions,https://www.indiatoday.in/technology/news/story/apple-investigates-iphone-facility-in-india-after-workers-protest-against-poor-working-conditions-1894826-2022-01-01,India Today,MY,poor working conditions
333,Amazon Prime Day Offers Great Sales—Here's What Workers Suffer Through To Make This Happen,https://www.forbes.com/sites/jackkelly/2021/06/17/amazon-prime-day-offers-great-sales-heres-what-workers-suffer-through-to-make-this-happen/,Forbes,MY,poor working conditions
334,Inequalities At Work And The Toll Of COVID-19,https://www.healthaffairs.org/do/10.1377/hpb20210428.863621/full/,healthaffairs.org,MY,poor working conditions
335,'Mass refusal' of work conditions causing labor shortage: Professor,https://www.businessinsider.com/mass-refusal-causing-millions-of-americans-to-quit-job-2021-8,Business Insider,MY,poor working conditions
336,It's a Good Jobs Shortage: The Real Reason So Many Workers Are Quitting,https://www.americanprogress.org/article/its-a-good-jobs-shortage-the-real-reason-so-many-workers-are-quitting/,Center For American Progress,MY,poor working conditions
337,Black washerwomen in the South went on strike and changed US labor,https://www.washingtonpost.com/history/2022/04/17/black-washerwomen-strike/,The Washington Post,MY,poor working conditions
338,Amazon resists independent audit of warehouse working conditions,https://www.computerweekly.com/news/252514311/Amazon-resists-independent-audit-of-warehouse-working-conditions,ComputerWeekly.com,MY,poor working conditions
339,Teacher given almost £1m after being punched in the face by pupil,https://www.liverpoolecho.co.uk/news/liverpool-news/teacher-given-almost-1m-after-23690449,Liverpool Echo,MY,poor working conditions
340,"With Uptick in Advisees, Some of Harvard's Freshman Proctors Report Burnout and Tension with Administrators | News",https://www.thecrimson.com/article/2022/4/19/proctors-workload-advising-concerns/,Harvard Crimson,MY,poor working conditions
341,"Kosovar High School Students March the Streets, Objecting the Old Education System",https://prishtinainsight.com/kosovar-high-school-students-march-the-streets-objecting-the-old-education-system/,Prishtina Insight,MY,poor working conditions
342,Letters: Zim @42: Where exactly did we go wrong?,https://www.newsday.co.zw/2022/04/letters-zim-42-where-exactly-did-we-go-wrong/,NewsDay,MY,poor working conditions
343,Printing and packaging company to build new factory and create jobs at Richhill,https://www.armaghi.com/news/richhill-news/printing-and-packaging-company-to-build-new-factory-and-create-jobs-at-richhill/165037,Armagh I,MY,poor working conditions
344,Apple's hourly workforce is struggling,https://www.theverge.com/c/22807871/apples-frontline-employees-are-struggling-to-survive,The Verge,MY,poor working conditions
345,The Great Resignation could be good for the future of work in America,https://www.vox.com/recode/22841490/work-remote-wages-labor-force-participation-great-resignation-unions-quits,Vox.com,MY,poor working conditions
346,Journalism professor wins Overseas Press Club award,https://dailytrojan.com/?p=167882,Daily Trojan Online,MY,poor working conditions
347,More needs done as disabled Scots are hit hard by food poverty,https://www.thenational.scot/politics/20079021.needs-done-disabled-scots-hit-hard-food-poverty/,The National,MY,poor working conditions
348,Companies need to confront how work conditions affect employees' well-,https://www.fastcompany.com/90712607/companies-need-to-confront-how-work-conditions-affect-the-well-being-of-their-employees,Fast Company,MY,poor working conditions
349,World Cup Organizers 2022 Found Out of Workers' Exploitation,https://www.kompas.com/sports/read/2022/04/08/20123858/penyelenggara-piala-dunia-2022-ketahuan-eksploitasi-pekerja,Kompas.com - KOMPAS.com,ID,worker exploitation
350,Exploitation of film workers in Indonesia,https://www.kompasiana.com/shafiraarthaprima7346/6256d8d13794d146fd64f2f2/eksploitasi-pekerja-film-di-indonesia,Kompasiana.com - Kompasiana.com,ID,worker exploitation
351,"La'eeb, 2022 Qatar World Cup Mascot with Migrant Workers Exploitation Controversy",https://video.kompas.com/watch/118604/laeeb-maskot-piala-dunia-2022-qatar-dengan-kontroversi-eksploitasi-pekerja-migran,Kompas.com,ID,worker exploitation
352,Minister of Manpower IDA: PMI Female Vulnerable to Victims of Exploitation,https://www.republika.co.id/berita/r9lr9w428/menaker-ida-pmi-perempuan-rentan-jadi-korban-eksploitasi,Republika Online,ID,worker exploitation
353,"History April 11, 1919: International Labor Organization Formed |Merdeka.com",https://www.merdeka.com/jabar/sejarah-11-april-1919-organisasi-buruh-internasional-dibentuk-kln.html,Merdeka.com,ID,worker exploitation
354,"Regarding US customs findings, Ferrero Stop supply of palm oil from Sime Darby",https://insight.kontan.co.id/news/terkait-temuan-bea-cukai-as-ferrero-stop-pasokan-sawit-dari-sime-darby,Insight Kontan,ID,worker exploitation
355,"Complete exploration, look at geothermal energy exploitation",https://radarjember.jawapos.com/berita-bondowoso/16/04/2022/harus-serap-tenaga-kerja-lokal/,Radar Jember,ID,worker exploitation
356,"Born TPKS Law, Women's Migrant Workers Can Be Protected",https://www.jawapos.com/nasional/14/04/2022/uu-tpks-lahir-pekerja-migran-perempuan-bisa-terlindungi/,JawaPos,ID,worker exploitation
357,Cheap clothes and a number of dark facts behind it,https://www.kompasiana.com/lunaseptalisa/625decd63794d1164f078eb2/baju-murah-dan-sederet-fakta-kelam-di-baliknya,Kompasiana.com - Kompasiana.com,ID,worker exploitation
358,Gapki: Labor in the palm sector is not exploited,https://investor.id/business/289306/gapki-tenaga-kerja-di-sektor-sawit-tidak-dieksploitasi,Investor Daily,ID,worker exploitation
359,Indonesian migrant workers abroad reached 4.4 million people,https://seputarcibubur.pikiran-rakyat.com/ekonomi-bisnis/pr-1784119274/pekerja-migran-indonesia-di-luar-negeri-mencapai-44-juta-orang,Seputar Cibubur - Seputar Cibubur,ID,worker exploitation
360,"Communist understanding: economic system, characteristic, and example of his country",https://finance.detik.com/berita-ekonomi-bisnis/d-6005731/pengertian-komunis-sistem-ekonomi-ciri-dan-contoh-negaranya,detikFinance,ID,worker exploitation
361,Said the prophet about who the majority of residents of heaven and hell,https://pwmu.co/237396/04/18/kata-nabi-tentang-siapa-mayoritas-penghuni-surga-dan-nereka/,pwmu Dakwah Islam Berkemajuan,ID,worker exploitation
362,Exploitation of minors as workers to benefit,https://retizen.republika.co.id/posts/26377/eksploitasi-terhadap-anak-di-bawah-umur-sebagai-pekerja-untuk-mendapatkan-keuntungan,Republika,ID,worker exploitation
363,"Highlight ABK Slavery on Foreign Ships, SBMI and Greenpeace Degree Nobar Film ""Before You Eat"" Throughout 2022",https://www.radioidola.com/2022/soroti-perbudakan-abk-di-kapal-asing-sbmi-dan-greenpeace-gelar-nobar-film-before-you-eat-sepanjang-2022/,Radio Idola Semarang,ID,worker exploitation
364,Artificial intelligence creates a new colonial world order,https://mediautama.co/kecerdasan-buatan-menciptakan-tatanan-dunia-kolonial-baru/,mediautama.co,ID,worker exploitation
365,Exploitation of female workers in the midst of glittering Muslim fashion business fashion,https://theconversation.com/eksploitasi-buruh-perempuan-di-tengah-gemerlap-bisnis-fesyen-busana-muslim-178755,The Conversation Indonesia,ID,worker exploitation
366,Child labor cases in Indonesia,https://nasional.kompas.com/read/2022/03/20/03000011/kasus-kasus-pekerja-anak-di-indonesia?page=all,Kompas.com - Nasional Kompas.com,ID,worker exploitation
367,Beware of the rampant 'zombie agreement' in the world of Australia's work,https://www.republika.co.id/berita/r9utf3/waspadai-maraknya-perjanjian-zombie-di-dunia-kerja-australia,Republika Online,ID,worker exploitation
368,"Give a high value for the main KLA title, Dinsos-P3AP2B Malang City Wait for the completion of these two rules",https://www.malangtimes.com/baca/79169/20220418/133100/berikan-nilai-tinggi-untuk-predikat-kla-utama-dinsos-p3ap2kb-kota-malang-tunggu-penuntasan-dua-peraturan-ini,MalangTIMES News,ID,worker exploitation
369,"New Rules of JHT Disbursement, Zalim Policy Exploitation of Workers",https://telisik.id/news/aturan-baru-pencairan-jht-kebijakan-zalim-eksploitasi-para-pekerja,telisik.id,ID,worker exploitation
370,Measurable fishery neoliberalism,https://www.kompas.id/baca/artikel-opini/2022/04/16/neoliberalisme-perikanan-terukur,kompas.id,ID,worker exploitation
371,Viral Exploitation Employees Work Internship Like Horse Paid Semena-Mena: Companies Can Be Sued,https://voi.id/bernas/98123/viral-eksploitasi-karyawan-magang-kerja-bagai-kuda-dibayar-semena-mena-perusahaan-bisa-dituntut,VOI.ID,ID,worker exploitation
372,"Accused of exploitation of migrant workers in the 2022 World Cup project, this is the answer to the Qatar government",https://kabar24.bisnis.com/read/20211117/19/1466953/dituding-eksploitasi-pekerja-migran-di-proyek-piala-dunia-2022-ini-jawaban-pemerintah-qatar,Bisnis.com,ID,worker exploitation
373,"Controversial jokes Chris Rock presenter which led to slap Will Smith, see 4 of the following facts!",https://www.malangtimes.com/baca/78545/20220401/143100/lelucon-kontroversial-presenter-chris-rock-yang-berujung-tamparan-will-smith-simak-4-fakta-berikut,MalangTIMES News,ID,worker exploitation
374,It turns out that Anies is more Soekarnois,https://suaranasional.com/2022/04/18/ternyata-anies-lebih-soekarnois/,Suara Nasional,ID,worker exploitation
375,"Including exploitation, there are more than 800 thousand child labor trapped in BPTA in Indonesia",https://www.liputan6.com/health/read/4591930/termasuk-eksploitasi-ada-lebih-dari-800-ribu-pekerja-anak-terjebak-dalam-bpta-di-indonesia,Liputan6.com,ID,worker exploitation
376,Free worker exploitation or experience looking for experience,https://www.borneonews.co.id/berita/244145-eksploitasi-pekerja-gratis-atau-ajang-cari-pengalaman,Borneonews,ID,worker exploitation
377,KPAI Called 147 Children were exploited and traded for 2021,https://nasional.tempo.co/read/1551060/kpai-sebut-sebanyak-147-anak-dieksploitasi-dan-diperdagangkan-selama-2021,Nasional Tempo,ID,worker exploitation
378,"Manage commitment to remove child workers, this strategy",https://ekonomi.bisnis.com/read/20210613/12/1404782/menaker-komitmen-hapus-pekerja-anak-ini-strateginya,Bisnis.com,ID,worker exploitation
379,Overtime Work as a form of exploitation of Fast Food Labor Working hours in the ISO 26000 CSR analysis,https://www.kompasiana.com/nurewl/61c7882f9bdc401bb5526e72/overtime-work-sebagai-bentuk-eksploitasi-jam-kerja-buruh-fast-food-dalam-analisis-csr-iso-26000,Kompasiana.com - Kompasiana.com,ID,worker exploitation
380,Gapki Denies There is Exploitation of Female Workers in Palm Oil Gardens,https://www.cnnindonesia.com/ekonomi/20201119142621-92-571892/gapki-bantah-ada-eksploitasi-pekerja-perempuan-di-kebun-sawit,CNN Indonesia,ID,worker exploitation
381,"Again, TKIs Become Victims of Exploitation in Malaysia",https://dunia.tempo.co/read/1458277/lagi-tki-jadi-korban-eksploitasi-di-malaysia,Dunia Tempo,ID,worker exploitation
382,"Silver Man: Pandemic, Exploitation of Children, and Radiohead's attitude",https://voi.id/bernas/89703/manusia-silver-beranak-pandemi-eksploitasi-anak-dan-sikap-radiohead,VOI.ID,ID,worker exploitation
383,JWB campaign helps migrant workers engulfed,https://www.beritasatu.com/ekonomi/868077/kampanye-jwb-bantu-pekerja-migran-yang-dilanda-masalah,BeritaSatu.com,ID,worker exploitation
384,Develop interest in talent may not sacrifice children's exploitation,https://gaya.tempo.co/read/1563194/kembangkan-minat-bakat-tidak-boleh-korbankan-eksploitasi-anak,Gaya Tempo.co,ID,worker exploitation
385,"The lack of protection of migrant workers, these three groups are vulnerable to exploitation",https://www.hukumonline.com/berita/a/minimnya-perlindungan-buruh-migran--tiga-kelompok-ini-rentan-eksploitasi-lt5f27971c29346/,hukumonline.com,ID,worker exploitation
386,"In the midst of the rapid palm oil industry in Indonesia, child labor exploits still occur",https://theconversation.com/di-tengah-pesatnya-industri-kelapa-sawit-di-indonesia-eksploitasi-buruh-anak-masih-terjadi-141611,The Conversation Indonesia,ID,worker exploitation
387,Exploitation of fisheries workers that have never been over,https://www.mongabay.co.id/2020/04/21/eksploitasi-tenaga-kerja-perikanan-yang-tak-pernah-usai/,Mongabay.co.id,ID,worker exploitation
388,"Human cage is found in the Langkat Regent's house, exploitation of workers in oil palm plantations",https://www.boombastis.com/kerangkeng-manusia-bupati-langkat/300410,Boombastis,ID,worker exploitation
389,Minister of PPPA: Stop the Exploitation of Children's Jockeys in Bima,https://m.tribunnews.com/nasional/2022/03/15/menteri-pppa-hentikan-eksploitasi-joki-anak-di-bima,Tribunnews.com,ID,worker exploitation
390,Migrant Care: Protection of migrant workers is still minimal,https://www.voaindonesia.com/a/migrant-care-perlindungan-pekerja-migran-masih-minim/6388046.html,Bahasa Indonesia - VOA Indonesia,ID,worker exploitation
391,Employee exploitation case plus embezzlement superstar karaoke Tomohon translucent sulut Regional Police,https://manadopost.jawapos.com/minahasa-raya/tomohon/30/11/2021/kasus-eksploitasi-karyawan-plus-penggelapan-superstar-karaoke-tomohon-tembus-polda-sulut/,ManadoPost,ID,worker exploitation
392,Beti MC: I will continue to campaign for child labor,https://portalpekalongan.pikiran-rakyat.com/gaya-hidup/pr-1913973548/beti-mc-saya-akan-terus-berkampanye-stop-pekerja-anak,Portal Pekalongan - Portal Pekalongan,ID,worker exploitation
393,"US plush investigators to the Malaysian factory, what's wrong?",https://www.cnbcindonesia.com/news/20211123192446-4-293859/as-terjunkan-penyidik-ke-pabrik-malaysia-ada-apa,CNBC Indonesia,ID,worker exploitation
394,"Europe's OPO driver has the potential to be a permanent employee, when?",https://www.cnbcindonesia.com/market/20211210150819-17-298329/driver-ojol-eropa-berpotensi-jadi-karyawan-tetap-ri-kapan,CNBC Indonesia,ID,worker exploitation
395,"KKB Bantai 8 PTT employees, the DPR requested Papuan exploitation stopped",https://voi.id/berita/142048/kkb-bantai-8-orang-karyawan-ptt-dpr-minta-eksploitasi-alam-papua-dihentikan,VOI.ID,ID,worker exploitation
396,Alleged exploitation of workers in the Australian application-based industry,https://www.tempo.co/abc/2575/dugaan-eksploitasi-pekerja-di-industri-berbasis-aplikasi-australia,Tempo.co,ID,worker exploitation
397,"This year, Kemnaker wants to save 9,000 children from exploitation",https://money.kompas.com/read/2020/06/12/201300126/tahun-ini-kemnaker-ingin-selamatkan-9.000-anak-dari-eksploitasi-,Kompas.com - Kompas.com,ID,worker exploitation
398,Recruitment of foreign workers in Japan is at risk for workforce exploitation,https://kumparan.com/zack-farro/perekrutan-tenaga-asing-di-jepang-berisiko-pada-eksploitasi-tenaga-kerja-1wnQ7EfT5RI,kumparan.com - kumparan.com,ID,worker exploitation
399,Pandemic Covid-19 causes child workers in Indonesia to increase,https://www.kompasiana.com/nandaagung0649/61e8235c4b660d60211ee8e4/pandemi-covid-19-mengakibatkan-pekerja-anak-di-indonesia-meningkat,Kompasiana.com - Kompasiana.com,ID,worker exploitation
400,KPAI: Cases of child exploitation up to 2021 have not shown a decrease,https://www.liputan6.com/health/read/4550619/kpai-kasus-eksploitasi-anak-hingga-2021-belum-menunjukkan-penurunan,Liputan6.com,ID,worker exploitation
401,Mesh Prt: 400 Natural Household Workers Violence in 2012-2021,https://www.voaindonesia.com/a/jala-prt-400-an-pekerja-rumah-tangga-alami-kekerasan-pada-2012-2021/6399197.html,Bahasa Indonesia - VOA Indonesia,ID,worker exploitation
402,Criticize the government's plan to change honorary replacement with outsourcing,https://tirto.id/mengkritisi-rencana-pemerintah-ganti-honorer-dengan-outsourcing-gn63,Tirto.id,ID,worker exploitation
403,Child Workers: Challenges or Concerns,https://beritabeta.com/pekerja-anak-tantangan-atau-kekhawatiran/all,beritabeta,ID,worker exploitation
404,"Field workers in Jakarta will be less productive 15 minutes per hour, why?",https://www.kompas.com/sains/read/2021/12/24/183100223/pekerja-lapangan-di-jakarta-akan-kurang-produktif-15-menit-per-jam-kenapa-?page=all,Kompas.com - KOMPAS.com,ID,worker exploitation
405,"Until February 2022, there were 16 cases of PMI in Malaysia their salary was not paid",https://nasional.kompas.com/read/2022/02/17/20474761/hingga-februari-2022-ada-16-kasus-pmi-di-malaysia-gajinya-tak-dibayar?page=all,Kompas.com - Nasional Kompas.com,ID,worker exploitation
406,Behind the Australian plantation industry: the fate of workers who support food sources,https://www.tempo.co/abc/7211/dibalik-industri-perkebunan-australia-nasib-pekerja-yang-menopang-sumber-pangan,Tempo.co,ID,worker exploitation
